Wyckoff pos.|8a(3)|8a(3)|8a(3)|12b(2)|12b(2)|8a(3)|8a(3)|8a(3)|12b(2)|12b(2)
Band-Rep.|A₁↑G(4)|¹E↑G(4)|²E↑G(4)|A↑G(6)|B↑G(6)|¹Eˢ↑G(4)|²Eˢ↑G(4)|Eˢ↑G(4)|¹Eˢ↑G(6)|²Eˢ↑G(6)
Decomposable|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(3)|Γ₃(1)⊕Γ₄(3)|Γ₂(1)⊕Γ₄(3)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(3)|2Γ₄(3)|Γˢ₅(2)⊕Γˢ₇(2)|Γˢ₅(2)⊕Γˢ₆(2)|Γˢ₆(2)⊕Γˢ₇(2)|Γˢ₅(2)⊕Γˢ₆(2)⊕Γˢ₇(2)|Γˢ₅(2)⊕Γˢ₆(2)⊕Γˢ₇(2)
H:(1,1,1)|H₁(1)⊕H₄(3)|H₃(1)⊕H₄(3)|H₂(1)⊕H₄(3)|2H₄(3)|H₁(1)⊕H₂(1)⊕H₃(1)⊕H₄(3)|Hˢ₅(2)⊕Hˢ₇(2)|Hˢ₅(2)⊕Hˢ₆(2)|Hˢ₆(2)⊕Hˢ₇(2)|Hˢ₅(2)⊕Hˢ₆(2)⊕Hˢ₇(2)|Hˢ₅(2)⊕Hˢ₆(2)⊕Hˢ₇(2)
P:(1/2,1/2,1/2)|P₁(2)⊕P₃(2)|P₂(2)⊕P₃(2)|P₁(2)⊕P₂(2)|P₁(2)⊕P₂(2)⊕P₃(2)|P₁(2)⊕P₂(2)⊕P₃(2)|Pˢ₅(1)⊕Pˢ₇(3)|Pˢ₆(1)⊕Pˢ₇(3)|Pˢ₄(1)⊕Pˢ₇(3)|Pˢ₄(1)⊕Pˢ₅(1)⊕Pˢ₆(1)⊕Pˢ₇(3)|2Pˢ₇(3)
PA:(-1/2,-1/2,-1/2)|PA₁(2)⊕PA₃(2)|PA₁(2)⊕PA₂(2)|PA₂(2)⊕PA₃(2)|PA₁(2)⊕PA₂(2)⊕PA₃(2)|PA₁(2)⊕PA₂(2)⊕PA₃(2)|PAˢ₆(1)⊕PAˢ₇(3)|PAˢ₅(1)⊕PAˢ₇(3)|PAˢ₄(1)⊕PAˢ₇(3)|2PAˢ₇(3)|PAˢ₄(1)⊕PAˢ₅(1)⊕PAˢ₆(1)⊕PAˢ₇(3)
N:(1/2,1/2,0)|2N₁(1)⊕2N₂(1)|2N₁(1)⊕2N₂(1)|2N₁(1)⊕2N₂(1)|3N₁(1)⊕3N₂(1)|3N₁(1)⊕3N₂(1)|2Nˢ₃(1)⊕2Nˢ₄(1)|2Nˢ₃(1)⊕2Nˢ₄(1)|2Nˢ₃(1)⊕2Nˢ₄(1)|2Nˢ₃(1)⊕4Nˢ₄(1)|4Nˢ₃(1)⊕2Nˢ₄(1)
Λ:(u,u,u)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕2Λ₃(1)|Λ₁(1)⊕2Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕2Λ₂(1)⊕2Λ₃(1)|2Λ₁(1)⊕2Λ₂(1)⊕2Λ₃(1)|Λˢ₄(1)⊕2Λˢ₅(1)⊕Λˢ₆(1)|Λˢ₄(1)⊕Λˢ₅(1)⊕2Λˢ₆(1)|2Λˢ₄(1)⊕Λˢ₅(1)⊕Λˢ₆(1)|2Λˢ₄(1)⊕2Λˢ₅(1)⊕2Λˢ₆(1)|2Λˢ₄(1)⊕2Λˢ₅(1)⊕2Λˢ₆(1)
D:(1/2,1/2,w)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|2Dˢ₃(1)⊕2Dˢ₄(1)|2Dˢ₃(1)⊕2Dˢ₄(1)|2Dˢ₃(1)⊕2Dˢ₄(1)|2Dˢ₃(1)⊕4Dˢ₄(1)|4Dˢ₃(1)⊕2Dˢ₄(1)
